GLON,GLAT,RECNO,ASSOC_3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX
165.9987,+27.3498,     491,J0733.5+5153 ,  0,N,4C +52.17                 ,113.41267,+51.90584, 0.017, 0.083,agn    ,-  ,      ,      ,        , 0.000, 0.936, 0.000,-2.284,   846.90,N,        ,20.230,      , 0.76,
166.0003,+27.3176,     492,J0733.5+5153 ,  0,N,NVSS J073326+515355       ,113.36163,+51.89887, 0.023, 0.083,bcu III,-  ,      ,      ,        , 0.998, 0.000, 0.000,      ,    25.00,N,        ,11.939,      ,-0.12, 1.88
177.6685,+25.0448,     493,J0733.8+4108 ,  0,Y,GB6 J0733+4111            ,113.44557,+41.18878, 0.050, 0.078,bll    ,ISP,14.325,14.548, 0.67000, 0.995, 0.000, 0.000,-0.007,    24.27,N,        ,17.757,17.740, 0.34,
167.7062,+27.1100,     494,J0733.8+5021 ,  0,Y,TXS 0730+504              ,113.46884,+50.36918, 0.016, 0.068,fsrq   ,LSP,13.060,13.296, 0.72000, 0.999, 0.940, 0.000, 0.871,   770.17,N,        ,18.281,      , 0.74, 1.26
289.1318,-24.0525,     495,J0734.3-7709 ,  0,Y,PKS 0736-770              ,113.68092,-77.18708, 0.035, 0.051,bcu II ,LSP,12.515,12.515,        , 0.999, 0.883, 0.000, 0.836,   211.60,S,        ,21.890,      , 0.85, 1.19
201.8465,+18.0706,     496,J0738.1+1741 ,  0,Y,PKS 0735+17               ,114.53081,+17.70528, 0.009, 0.017,bll    ,LSP,13.830,13.984, 0.42400, 1.000, 0.985, 0.933,-0.127,  2258.27,N,  20.900,15.980,14.880, 0.50, 1.59
216.9897,+11.3802,     497,J0739.4+0137 ,  0,Y,PKS 0736+01               ,114.82514,+01.61795, 0.027, 0.041,fsrq   ,ISP,14.050,14.125, 0.18941, 1.000, 0.969, 0.916, 0.816,  1964.91,N,  63.600,16.226,      , 0.63, 1.19
293.8095,-24.9680,     498,J0742.4-8133 ,  0,Y,SUMSS J074220-813139      ,115.58808,-81.52672, 0.032, 0.060,bcu III,-  ,      ,      ,        , 0.989, 0.000, 0.000,      ,    17.60,S,        ,19.767,      , 0.42,
163.0374,+29.0919,     499,J0742.6+5444 ,  0,Y,GB6 J0742+5444            ,115.66579,+54.74019, 0.007, 0.022,fsrq   ,ISP,14.500,14.736, 0.72000, 1.000, 0.949, 0.897, 1.040,   281.63,N,   9.240,17.598,      , 0.60, 1.22
268.8114,-15.5850,     500,J0742.6-5623 ,  0,N,PMN J0743-5619            ,115.83535,-56.32582, 0.111, 0.329,fsrq   ,LSP,12.470,12.991, 2.31900, 0.992, 0.848, 0.000, 1.845,   669.80,S,        ,19.436,      , 0.78,
140.2656,+29.5693,     501,J0744.3+7434 ,  0,Y,MS 0737.9+7441            ,116.02240,+74.56618, 0.023, 0.052,bll    ,HSP,16.928,17.046, 0.31500, 0.999, 0.000, 0.942,-0.860,    23.41,N, 136.000,17.071,      , 0.32, 0.91
194.5811,+22.8912,     502,J0746.4+2540 ,  0,Y,B2 0743+25                ,116.60781,+25.81726, 0.143, 0.158,fsrq   ,LSP,12.200,12.800, 2.97900, 0.911, 0.806, 0.000, 3.858,   427.09,N,   8.260,19.471,19.470, 0.78, 0.89
261.3488,-11.3010,     503,J0746.6-4756 ,  0,Y,PMN J0746-4755            ,116.67558,-47.91531, 0.023, 0.039,bcu II ,HSP,15.300,15.300,        , 0.998, 0.858, 0.000, 0.045,   106.70,S,        ,17.518,      , 0.42, 1.50
128.2156,+28.1863,     504,J0746.9+8511 ,  0,Y,NVSS J074715+851208       ,116.81730,+85.20240, 0.009, 0.048,bcu II ,HSP,16.280,16.280,        , 0.999, 0.000, 0.852,-0.206,    11.41,N,  11.800,18.863,      , 0.37, 1.10
211.0242,+16.5253,     505,J0747.4+0904 ,  0,Y,RX J0747.3+0905           ,116.84247,+09.09680, 0.038, 0.065,bll    ,HSP,16.305,16.305,        , 0.999, 0.000, 0.881,      ,    40.43,N,  45.300,17.549,      , 0.38, 1.03
196.6078,+22.7183,     506,J0748.3+2401 ,  0,Y,S3 0745+24                ,117.15046,+24.00670, 0.055, 0.065,fsrq   ,LSP,12.970,13.119, 0.40985, 1.000, 0.932, 0.836,-0.600,   958.09,N,  30.100,18.342,18.150, 0.76, 0.97
134.9814,+29.3849,     507,J0748.5+7910 ,  0,Y,JVAS J0750+7909           ,117.68027,+79.15472, 0.105, 0.162,bcu II ,LSP,12.900,12.900,        , 0.943, 0.000, 0.000,-0.164,   181.57,N,        ,      ,      ,     ,
169.1138,+29.3079,     508,J0748.8+4929 ,  0,Y,NVSS J074837+493040       ,117.15733,+49.51139, 0.047, 0.162,bcu II ,LSP,13.811,13.811,        , 0.971, 0.000, 0.000, 0.337,    35.41,N,        ,20.053,19.240, 0.49,
209.4956,+17.7899,     509,J0749.4+1059 ,  0,Y,TXS 0746+110              ,117.36411,+10.95920, 0.025, 0.128,bcu I  ,ISP,14.265,14.349, 0.21400, 0.988, 0.821, 0.000,-0.164,   199.05,N,        ,18.882,17.170, 0.51,
208.1605,+18.7605,     510,J0750.6+1232 ,  0,Y,OI 280                    ,117.71686,+12.51801, 0.047, 0.068,fsrq   ,LSP,12.795,13.071, 0.88900, 0.998, 0.950, 0.000, 0.163,  1486.98,N,        ,17.196,17.170, 0.71, 1.13
164.1998,+30.5059,     511,J0753.1+5353 ,  0,Y,4C +54.15                 ,118.25577,+53.88323, 0.017, 0.041,bll    ,LSP,13.280,13.280,        , 0.999, 0.956, 0.839, 0.004,   803.82,N,   8.980,17.365,17.220, 0.65, 1.37
170.5500,+30.1437,     512,J0754.8+4824 ,  0,Y,GB1 0751+485              ,118.69029,+48.39743, 0.018, 0.036,bll    ,LSP,13.700,13.839, 0.37671, 0.999, 0.922, 0.869,-0.287,   265.06,N,  12.200,17.003,16.370, 0.44, 1.45
277.2235,-17.7254,     513,J0756.3-6433 ,  0,Y,SUMSS J075625-643031      ,119.10253,-64.50847, 0.056, 0.064,bcu II ,HSP,15.867,15.867,        , 1.000, 0.000, 0.000,-0.010,    13.00,S,        ,18.090,      , 0.28,
211.3116,+19.0569,     514,J0757.0+0956 ,  0,Y,PKS 0754+100              ,119.27768,+09.94301, 0.006, 0.035,bll    ,LSP,13.390,13.492, 0.26600, 1.000, 0.965, 0.909,-0.624,   957.04,N,  22.800,16.501,14.640, 0.43, 1.61
209.8204,+19.9926,     515,J0758.1+1130 ,  0,Y,TXS 0755+117              ,119.53191,+11.61279, 0.110, 0.126,fsrq   ,LSP,13.425,13.621, 0.56879, 0.970, 0.844, 0.000,-0.686,   468.46,N,        ,16.027,16.870, 0.58,
182.6764,+28.8283,     516,J0758.7+3747 ,  0,Y,NGC 2484                  ,119.61712,+37.78661, 0.049, 0.096,rdg    ,ISP,14.600,14.618, 0.04284, 0.990, 0.960, 0.000,      ,  2721.87,N,   8.230, 9.188,12.220, 0.27, 2.18
194.2781,+25.9213,     517,J0758.9+2705 ,  0,Y,SDSS J075846.99+270515.5  ,119.69602,+27.08750, 0.028, 0.082,bll    ,ISP,14.350,14.391, 0.09900, 0.997, 0.000, 0.000,-0.278,    54.25,N,        ,15.956,16.430, 0.42,
175.7593,+30.5650,     518,J0800.9+4401 ,  0,Y,B3 0757+441               ,120.28448,+44.01949, 0.029, 0.115,bll    ,LSP,13.460,13.460,        , 0.993, 0.839, 0.000,      ,   228.78,N,        ,20.043,19.140, 0.70,
211.7073,+20.2345,     519,J0802.0+1005 ,  0,Y,NVSS J080204+100639       ,120.52034,+10.11099, 0.027, 0.061,bll    ,HSP,15.480,15.745, 0.84159, 0.998, 0.000, 0.000,-0.432,     6.67,N,        ,18.587,16.780, 0.15,
224.5993,+14.1803,     520,J0803.3-0339 ,  0,Y,TXS 0800-034              ,120.80032,-03.60018, 0.070, 0.057,bcu II ,HSP,15.700,15.700,        , 0.999, 0.805, 0.000, 0.136,   232.19,N,        ,18.463,      , 0.51, 1.34
217.3930,+18.0997,     521,J0804.4+0418 ,  0,Y,MG1 J080357+0420          ,120.98519,+04.35076, 0.130, 0.214,bcu II ,LSP,12.875,12.875,        , 0.934, 0.000, 0.000, 1.429,   318.68,N,        ,18.621,19.140, 0.67,
227.3362,+13.1796,     522,J0805.0-0622 ,  0,Y,1RXS J080458.3-062432     ,121.24051,-06.40739, 0.035, 0.060,bcu II ,HSP,16.250,16.250,        , 0.000, 0.000, 0.913,-0.516,    20.97,N,  76.100,17.853,      , 0.32, 0.98
222.6645,+15.7873,     523,J0805.2-0112 ,  0,Y,PKS B0802-010             ,121.30370,-01.18717, 0.029, 0.076,fsrq   ,LSP,11.999,12.377, 1.38800, 0.999, 0.914, 0.000, 0.876,   473.78,N,        ,18.181,16.750, 0.57, 1.39
155.0462,+32.3511,     524,J0805.4+6144 ,  0,Y,TXS 0800+618              ,121.32575,+61.73992, 0.016, 0.106,fsrq   ,LSP,12.160,12.766, 3.03300, 0.997, 0.925, 0.000, 2.489,   829.13,N,        ,19.649,      , 0.85, 0.87
138.8962,+30.7949,     525,J0805.4+7534 ,  0,Y,RX J0805.4+7534           ,121.36103,+75.57362, 0.008, 0.024,bll    ,HSP,15.350,15.400, 0.12100, 1.000, 0.894, 0.955,-0.469,    52.72,N,  71.000,15.633,      , 0.27, 1.17
157.6730,+32.5523,     526,J0806.6+5933 ,  0,Y,SBS 0802+596              ,121.60812,+59.51859, 0.051, 0.078,bll    ,HSP,15.450,15.450,        , 0.992, 0.000, 0.870,      ,    61.05,N,  48.400,16.134,      , 0.28, 1.28
136.3813,+30.4234,     527,J0807.1+7744 ,  0,Y,NVSS J080637+774607       ,121.65586,+77.76869, 0.041, 0.120,bcu II ,LSP,12.527,12.527,        , 0.983, 0.828, 0.000, 1.236,   217.05,N,        ,20.480,      , 0.72,
226.9730,+14.0119,     528,J0807.1-0541 ,  0,Y,PKS 0804-05               ,121.79007,-05.68720, 0.011, 0.037,bll    ,ISP,14.600,14.600,        , 1.000, 0.950, 0.000,      ,   545.47,N,        ,18.378,      , 0.70, 1.33
169.1639,+32.5646,     529,J0807.9+4946 ,  0,N,OJ 508                    ,122.16528,+49.84348, 0.129, 0.196,fsrq   ,LSP,12.140,12.526, 1.43400, 0.941, 0.888, 0.000, 1.117,  1115.08,N,        ,14.738,14.290, 0.46, 1.86
169.2335,+32.4388,     530,J0807.9+4946 ,  0,N,SDSS J080754.50+494627.6  ,121.97860,+49.77450, 0.012, 0.196,fsrq   ,LSP,13.010,13.207, 0.57531, 0.933, 0.834, 0.000, 0.991,   385.52,N,        ,19.840,17.700, 0.57, 1.57
229.0417,+13.1628,     531,J0808.2-0751 ,  0,Y,PKS 0805-07               ,122.06473,-07.85275, 0.007, 0.016,fsrq   ,LSP,13.080,13.533, 1.83700, 1.000, 0.992, 0.000, 0.541,   767.00,A,        ,17.150,17.060, 0.68, 1.39
179.6570,+31.4451,     532,J0809.5+4045 ,  0,Y,S4 0805+41                ,122.23605,+40.87914, 0.172, 0.155,fsrq   ,LSP,12.410,12.793, 1.41800, 0.929, 0.805, 0.000, 0.993,   584.56,N,        ,17.263,18.720, 0.76, 1.10
164.6084,+32.9510,     533,J0809.5+5342 ,  0,Y,87GB 080551.6+535010      ,122.42389,+53.69030, 0.025, 0.087,fsrq   ,LSP,12.725,13.221, 2.13300, 0.997, 0.837, 0.000, 1.014,   140.97,N,        ,      ,19.650, 0.71,
186.4781,+30.3493,     534,J0809.6+3456 ,  0,Y,B2 0806+35                ,122.41203,+34.92702, 0.015, 0.045,bll    ,HSP,15.500,15.535, 0.08300, 0.999, 0.908, 0.942,-1.280,   223.52,N,  98.800,12.033,15.070, 0.38, 1.19
166.2451,+32.9104,     535,J0809.8+5218 ,  1,Y,1ES 0806+524              ,122.45494,+52.31618, 0.008, 0.015,bll    ,HSP,15.800,15.856, 0.13800, 1.000, 0.946, 0.976,-0.247,   182.94,N, 178.000,15.006,14.930, 0.33, 1.21
288.2882,-21.4477,     536,J0811.2-7529 ,  0,Y,PMN J0810-7530            ,122.76336,-75.50773, 0.020, 0.023,bll    ,ISP,14.900,14.900,        , 1.000, 0.898, 0.873,      ,   154.30,S,  13.100,17.080,      , 0.42, 1.41
220.7063,+18.5690,     537,J0811.3+0146 ,  0,Y,OJ 014                    ,122.86128,+01.78117, 0.013, 0.029,bll    ,LSP,12.895,13.227, 1.14800, 1.000, 0.958, 0.000, 0.524,   599.50,N,        ,17.876,18.610, 0.70, 1.37
219.9901,+19.0931,     538,J0812.0+0237 ,  0,Y,PMN J0811+0237            ,123.00632,+02.62569, 0.003, 0.049,bll    ,ISP,14.762,14.762,        , 0.999, 0.885, 0.956,      ,   123.43,N, 193.000,      ,16.210, 0.35, 1.02
161.9700,+33.4455,     539,J0812.9+5555 ,  0,Y,NVSS J081251+555422       ,123.21511,+55.90632, 0.031, 0.078,bll    ,HSP,15.380,15.521, 0.38300, 0.996, 0.000, 0.000,-0.440,    27.01,N,        ,18.312,17.740, 0.37, 1.53
150.9331,+32.9283,     540,J0813.3+6509 ,  0,Y,GB6 J0812+6508            ,123.17117,+65.15307, 0.076, 0.111,bcu II ,HSP,16.250,16.250,        , 0.963, 0.000, 0.000,-0.298,    30.99,N,        ,17.795,17.130, 0.35, 1.33
231.8857,+13.2199,     541,J0814.1-1012 ,  0,Y,NVSS J081411-101208       ,123.54872,-10.20286, 0.007, 0.043,bll    ,ISP,14.710,14.710,        , 1.000, 0.828, 0.935,      ,    36.87,N,  69.600,16.679,      , 0.28, 1.17
192.6474,+29.9625,     542,J0814.5+2943 ,  0,Y,EXO 0811.2+2949           ,123.58849,+29.67244, 0.072, 0.082,bll    ,HSP,16.195,16.514, 1.08353, 0.986, 0.000, 0.000,-0.346,    28.83,N,        ,19.207,17.900, 0.34, 1.25
151.6544,+33.2033,     543,J0814.7+6428 ,  0,Y,GB6 J0814+6431            ,123.66329,+64.52278, 0.043, 0.030,bll    ,LSP,13.425,13.518, 0.23900, 0.916, 0.000, 0.000, 0.033,    88.78,N,        ,17.139,      , 0.51, 1.47
234.7976,+12.1219,     544,J0816.4-1311 ,  0,Y,PMN J0816-1311            ,124.11335,-13.19795, 0.008, 0.022,bll    ,HSP,16.100,16.100,        , 1.000, 0.911, 0.975,      ,    72.13,N, 241.000,17.556,      , 0.43, 0.81
202.4092,+27.7149,     545,J0816.5+2049 ,  0,Y,SDSS J081649.78+205106.4  ,124.20742,+20.85179, 0.066, 0.113,bll    ,ISP,14.820,14.820,        , 0.993, 0.000, 0.000,      ,    38.82,N,        ,17.383,17.550, 0.36,
159.8620,+33.8968,     546,J0816.7+5739 ,  0,Y,SBS 0812+578              ,124.09470,+57.65254, 0.048, 0.043,bll    ,HSP,15.080,15.080,        , 0.964, 0.807, 0.872,      ,   100.07,N,  36.800,17.037,16.700, 0.37, 1.23
231.7972,+14.3195,     547,J0817.8-0935 ,  0,Y,TXS 0815-094              ,124.45729,-09.55848, 0.033, 0.038,bll    ,ISP,14.050,14.050,        , 0.999, 0.928, 0.000,      ,   467.65,N,        ,18.180,      , 0.66, 1.62
178.2278,+33.4020,     548,J0818.2+4223 ,  0,Y,S4 0814+42                ,124.56667,+42.37928, 0.020, 0.018,bll    ,LSP,12.800,12.985, 0.53000, 0.996, 0.965, 0.860, 0.724,  1091.34,N,   7.850,18.405,17.390, 0.68, 1.36
195.0906,+30.4742,     549,J0818.8+2751 ,  0,Y,5C 07.119                 ,124.82857,+27.79186, 0.119, 0.167,bll    ,LSP,13.355,13.355,        , 0.953, 0.000, 0.000,      ,   234.46,N,        ,19.075,18.180, 0.60,
185.0322,+32.8414,     550,J0820.4+3640 ,  0,Y,MG2 J082018+3640          ,125.08412,+36.66791, 0.035, 0.097,bll    ,LSP,13.445,13.445,        , 0.994, 0.000, 0.000,      ,    94.38,N,        ,18.790,18.250, 0.59,
235.2090,+13.1649,     551,J0820.9-1258 ,  0,Y,PKS 0818-128              ,125.23937,-12.98310, 0.010, 0.092,bll    ,ISP,14.720,14.720,        , 0.999, 0.940, 0.833,      ,  1096.61,N,  23.400,16.395,      , 0.57, 1.37
180.3789,+34.0337,     552,J0822.9+4041 ,  0,Y,B3 0819+408               ,125.73982,+40.69716, 0.003, 0.088,fsrq   ,LSP,13.075,13.346, 0.86550, 0.999, 0.894, 0.000, 0.508,   344.97,N,        ,19.412,18.750, 0.69, 1.24
198.9856,+30.6521,     553,J0824.1+2434 ,  0,Y,B2 0821+24                ,126.13754,+24.64531, 0.115, 0.139,fsrq   ,ISP,13.670,14.021, 1.24200, 0.859, 0.000, 0.000, 1.317,   262.00,N,        ,19.263,18.470, 0.67,
182.1416,+34.1921,     554,J0824.9+3916 ,  0,N,4C +39.23                 ,126.23118,+39.27831, 0.014, 0.097,fsrq   ,LSP,12.500,12.846, 1.21600, 0.997, 0.948, 0.847, 0.245,  1481.40,N,  30.400,17.458,17.370, 0.71, 1.04
182.0977,+34.2899,     555,J0824.9+3916 ,  0,N,4C +39.23B                ,126.34868,+39.32937, 0.093, 0.097,css    ,-  ,      ,      ,        , 0.000, 0.915, 0.000,      ,  1199.20,N,        ,      ,      ,     ,
161.9581,+35.1176,     556,J0824.9+5551 ,  0,Y,OJ 535                    ,126.19682,+55.87852, 0.028, 0.073,fsrq   ,LSP,12.560,12.943, 1.41700, 0.999, 0.954, 0.000, 1.637,  1449.97,N,        ,17.820,17.900, 0.75, 1.24
226.0542,+19.7286,     557,J0825.4-0213 ,  0,Y,PMN J0825-0204            ,126.32121,-02.07853, 0.156, 0.295,bcu III,-  ,      ,      ,        , 0.920, 0.000, 0.000,      ,   106.18,N,        ,      ,      ,     ,
221.2189,+22.3882,     558,J0826.0+0307 ,  0,Y,PKS 0823+033              ,126.45974,+03.15681, 0.068, 0.080,bll    ,LSP,13.005,13.183, 0.50600, 0.998, 0.937, 0.824,-0.850,  1400.74,N,  33.900,15.420,15.460, 0.51, 1.42
230.8988,+17.5339,     559,J0827.2-0711 ,  0,Y,PMN J0827-0708            ,126.77544,-07.14626, 0.055, 0.070,bcu I  ,HSP,16.085,16.181, 0.24700, 0.985, 0.836, 0.884,-0.843,   174.14,N,  65.500,15.931,      , 0.34, 1.25
166.3317,+35.6719,     560,J0828.5+5217 ,  0,Y,TXS 0824+524              ,126.97374,+52.29953, 0.102, 0.115,fsrq   ,LSP,13.565,13.691, 0.33762, 0.964, 0.801, 0.000,-0.365,   278.88,N,        ,18.918,17.930, 0.62, 1.16
215.9953,+25.8430,     561,J0829.3+0901 ,  0,Y,TXS 0826+091              ,127.37633,+08.97258, 0.059, 0.112,fsrq   ,LSP,13.371,13.647, 0.86600, 0.000, 0.857, 0.000,-0.024,   334.51,N,        ,      ,19.580, 0.75, 1.23
235.2585,+15.6537,     562,J0829.6-1137 ,  0,Y,NVSS J082939-114103       ,127.41320,-11.68433, 0.064, 0.085,bcu II ,ISP,14.160,14.160,        , 0.986, 0.000, 0.000,-0.503,    51.19,N,        ,18.345,      , 0.45,
274.3006,-11.5358,     563,J0830.3-5855 ,  0,Y,PMN J0829-5856            ,127.37987,-58.93353, 0.102, 0.144,bcu III,-  ,      ,      ,        , 0.966, 0.000, 0.000,      ,    44.70,S,        ,16.393,      , 0.30,
200.0215,+31.8760,     564,J0830.7+2408 ,  0,Y,OJ 248                    ,127.71703,+24.18328, 0.056, 0.061,fsrq   ,LSP,12.530,12.818, 0.93900, 0.996, 0.921, 0.841, 0.973,   739.25,N,  29.300,17.210,16.930, 0.64, 1.11
220.6934,+24.3318,     565,J0831.9+0430 ,  0,Y,PKS 0829+046              ,127.95365,+04.49419, 0.039, 0.028,bll    ,LSP,13.640,13.710, 0.17400, 0.989, 0.944, 0.000,-0.087,  1241.87,N,        ,14.652,14.770, 0.51, 1.76
170.1373,+36.3794,     566,J0832.6+4914 ,  0,Y,OJ 448                    ,128.09674,+49.22251, 0.053, 0.118,bll    ,LSP,12.900,12.900,        , 0.994, 0.858, 0.000,      ,   344.51,N,        ,18.518,18.350, 0.69, 1.29
178.6127,+36.2707,     567,J0834.1+4223 ,  0,Y,OJ 451                    ,128.47452,+42.40051, 0.040, 0.073,fsrq   ,ISP,13.940,14.037, 0.24907, 0.997, 0.871, 0.000, 0.345,   249.25,N,        ,16.905,16.300, 0.52, 1.68
176.5768,+36.6043,     568,J0834.7+4403 ,  0,Y,B3 0831+442               ,128.74250,+44.06059, 0.038, 0.077,bll    ,LSP,13.840,13.840,        , 0.994, 0.841, 0.000,      ,   148.58,N,        ,19.465,17.390, 0.50,
216.0873,+27.5060,     569,J0835.4+0930 ,  0,Y,GB6 J0835+0936            ,128.93005,+09.62166, 0.129, 0.118,bll    ,ISP,14.345,14.345,        , 0.929, 0.000, 0.000,      ,    81.08,N,        ,19.465,17.680, 0.47,
203.3219,+32.2459,     570,J0836.3+2143 ,  0,Y,MG2 J083615+2138          ,129.06757,+21.65099, 0.070, 0.160,bcu II ,LSP,12.585,12.585,        , 0.980, 0.000, 0.000, 1.309,   133.00,N,        ,20.040,19.110, 0.66,
243.5707,+12.2311,     571,J0836.5-2020 ,  0,Y,PKS 0834-20               ,129.16340,-20.28320, 0.065, 0.169,fsrq   ,LSP,11.870,12.444, 2.75200, 0.995, 0.934, 0.000, 1.890,  1971.13,N,  13.100,18.907,      , 0.85, 0.93
225.0421,+24.4480,     572,J0839.5+0102 ,  0,Y,PKS 0837+012              ,129.95671,+01.07409, 0.076, 0.082,fsrq   ,LSP,12.464,12.791, 1.12300, 0.963, 0.869, 0.000, 0.283,   422.33,N,        ,18.662,18.780, 0.74, 1.12
207.6201,+31.7134,     573,J0839.6+1803 ,  0,Y,TXS 0836+182              ,129.87801,+18.04643, 0.044, 0.070,bll    ,ISP,14.223,14.223,        , 0.997, 0.901, 0.000,      ,   410.71,N,        ,18.022,16.530, 0.50, 1.65
187.0917,+36.5075,     574,J0839.6+3538 ,  0,Y,FIRST J083943.3+354001    ,129.93068,+35.66705, 0.032, 0.071,bll    ,LSP,13.810,13.810,        , 0.995, 0.809, 0.000,      ,    76.47,N,        ,18.084,18.150, 0.51,
212.9680,+30.1386,     575,J0840.8+1315 ,  0,Y,3C 207                    ,130.19829,+13.20655, 0.048, 0.118,ssrq   ,LSP,12.619,12.845, 0.68100, 0.999, 0.955, 0.000,      ,  2613.56,N,  10.300,18.224,17.820, 0.71, 1.25
143.5408,+34.4257,     576,J0841.4+7053 ,  0,Y,S5 0836+71                ,130.35152,+70.89505, 0.007, 0.046,fsrq   ,LSP,12.440,12.948, 2.21800, 1.000, 0.981, 0.945, 2.646,  3823.82,N, 107.000,16.737,      , 0.76, 0.88
276.8904,-11.3533,     577,J0842.0-6055 ,  0,Y,PMN J0842-6053            ,130.61067,-60.89733, 0.054, 0.060,bcu II ,LSP,13.355,13.355,        , 0.985, 0.929, 0.000, 0.637,   775.90,S,        ,19.704,      , 0.73,
165.0488,+38.0934,     578,J0843.9+5311 ,  0,Y,NVSS J084411+531250       ,131.04875,+53.21405, 0.037, 0.075,bll    ,ISP,14.280,14.280,        , 0.994, 0.000, 0.000,      ,    46.87,N,        ,18.761,17.730, 0.43, 1.58
233.7468,+21.9573,     579,J0846.7-0651 ,  0,N,TXS 0845-068              ,131.98641,-07.05470, 0.364, 0.282,bll    ,LSP,13.530,13.530,        , 0.000, 0.898, 0.000,      ,   727.00,A,  46.500,16.060,      , 0.49, 1.28
247.7765,+12.2030,     580,J0846.9-2336 ,  0,Y,PMN J0847-2337            ,131.75652,-23.61713, 0.015, 0.041,bll    ,HSP,15.600,15.625, 0.05900, 1.000, 0.898, 0.914,-0.516,   145.43,N,  34.800,11.166,      ,-0.03, 2.14
215.4559,+30.8895,     581,J0847.1+1134 ,  1,Y,RX J0847.1+1133           ,131.80388,+11.56393, 0.016, 0.048,bll    ,HSP,15.875,15.954, 0.19900, 0.999, 0.805, 0.958,-0.423,    33.34,N, 238.000,16.805,16.830, 0.36, 0.80
148.9549,+36.4204,     582,J0849.1+6607 ,  0,Y,GB6 J0848+6605            ,132.22759,+66.10264, 0.037, 0.054,bll    ,ISP,14.700,14.700,        , 0.997, 0.000, 0.000,      ,    47.74,N,        ,17.338,      , 0.40,
222.5929,+28.4302,     583,J0849.3+0458 ,  0,Y,TXS 0846+051              ,132.38562,+04.91885, 0.086, 0.087,bll    ,ISP,14.786,14.786,        , 0.979, 0.000, 0.000,      ,   183.91,N,        ,18.265,17.200, 0.44,
167.6063,+39.1351,     584,J0849.9+5108 ,  0,Y,SBS 0846+513              ,132.49157,+51.14140, 0.007, 0.037,nlsy1  ,LSP,13.358,13.558, 0.58400, 1.000, 0.928, 0.000,      ,   266.88,N,        ,18.194,17.370, 0.50, 1.47
170.4726,+39.2688,     585,J0850.0+4855 ,  0,N,GB6 J0850+4855            ,132.50146,+48.91630, 0.012, 0.028,bll    ,LSP,13.304,13.304,        , 0.999, 0.902, 0.000,      ,    92.18,N,        ,19.189,17.710, 0.51, 1.52
188.4677,+38.5792,     586,J0850.2+3500 ,  0,Y,RX J0850.5+3455           ,132.65081,+34.92299, 0.104, 0.086,bll    ,ISP,14.533,14.592, 0.14500, 0.899, 0.000, 0.000,-1.238,    35.52,N,  14.100,13.778,15.430, 0.20, 1.53
238.6595,+19.5196,     587,J0850.2-1214 ,  0,Y,PMN J0850-1213            ,132.54015,-12.22649, 0.018, 0.028,fsrq   ,LSP,13.206,13.401, 0.56600, 1.000, 0.937, 0.000,-0.074,   323.76,N,        ,17.472,      , 0.65, 1.47
162.0238,+38.9165,     588,J0851.8+5531 ,  0,Y,SDSS J085135.93+552834.5  ,132.89971,+55.47623, 0.059, 0.127,bll    ,LSP,13.694,13.694,        , 0.988, 0.000, 0.000,      ,   108.97,N,        ,18.401,17.580, 0.43,
176.6623,+40.0502,     589,J0854.2+4408 ,  0,Y,B3 0850+443               ,133.54120,+44.14175, 0.023, 0.079,bll    ,ISP,14.972,14.972,        , 0.996, 0.810, 0.867,      ,    79.87,N,  34.700,18.470,16.570, 0.39, 1.24
206.8121,+35.8209,     590,J0854.8+2006 ,  0,Y,OJ 287                    ,133.70365,+20.10851, 0.005, 0.020,bll    ,LSP,13.616,13.732, 0.30600, 1.000, 0.981, 0.000,-0.381,  1512.38,N,        ,15.733,14.720, 0.52, 1.52
234.9911,+23.3431,     591,J0855.2-0718 ,  0,Y,PKS 0852-07               ,133.78942,-07.25079, 0.060, 0.189,bcu II ,ISP,14.156,14.156,        , 0.972, 0.907, 0.000, 1.471,  1157.31,N,        ,19.780,      , 0.77, 0.94
205.9903,+36.5104,     592,J0856.5+2057 ,  0,Y,TXS 0853+211              ,134.16559,+20.96206, 0.015, 0.071,bll    ,ISP,14.480,14.552, 0.18000, 0.998, 0.878, 0.000, 0.086,   205.60,N,        ,18.930,17.590, 0.62,
