GLON,GLAT,RECNO,ASSOC_3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX
103.3128,+19.9721,    1356,J2001.8+7041 ,  0,Y,TXS 2001+705              ,300.39151,+70.67382, 0.029, 0.046,bll    ,HSP,15.062,15.062, 0.25400, 0.996, 0.882, 0.000, 0.127,   160.13,N,        ,19.644,      , 0.66, 1.25
096.1913,+16.4340,    1357,J2002.7+6303 ,  0,Y,1RXS J200245.4+630226     ,300.68736,+63.04185, 0.016, 0.073,bcu II ,LSP,13.655,13.655,        , 0.000, 0.000, 0.873, 0.545,    11.62,N,  32.000,      ,      ,     ,
102.8812,+19.4445,    1358,J2004.8+7003 ,  0,Y,1RXS J200504.0+700445     ,301.27506,+70.07760, 0.026, 0.040,bll    ,HSP,16.340,16.340,        , 0.988, 0.000, 0.871,      ,     8.13,N,  18.000,18.912,      , 0.32, 0.99
110.4647,+22.7343,    1359,J2005.2+7752 ,  0,Y,S5 2007+77                ,301.37916,+77.87868, 0.015, 0.035,bll    ,LSP,13.400,13.528, 0.34200, 1.000, 0.965, 0.873,-0.103,  1060.80,N,  12.000,18.155,15.420, 0.49, 1.64
018.9850,-26.1526,    1360,J2006.0-2311 ,  0,Y,TXS 2002-233              ,301.48581,-23.17417, 0.027, 0.114,fsrq   ,LSP,12.760,13.022, 0.83000, 0.999, 0.862, 0.000, 1.006,   302.50,N,        ,19.179,      , 0.71, 1.30
099.2833,+17.4343,    1361,J2007.3+6605 ,  0,N,TXS 2007+659              ,301.86988,+66.12293, 0.034, 0.111,fsrq   ,LSP,12.520,12.886, 1.32500, 0.996, 0.897, 0.000, 1.708,   509.03,N,        ,20.669,      , 0.88, 0.75
316.6662,-30.5034,    1362,J2007.7-7728 ,  0,Y,PKS 2000-776              ,301.77690,-77.51173, 0.052, 0.133,bcu II ,LSP,13.040,13.040,        , 0.990, 0.833, 0.000, 1.988,   233.20,S,        ,      ,      ,     ,
355.3310,-31.8499,    1363,J2007.8-4429 ,  0,Y,PKS 2004-447              ,301.97994,-44.57897, 0.081, 0.070,nlsy1  ,LSP,13.610,13.703, 0.24000, 0.996, 0.912, 0.000,      ,   861.50,S,   5.850,17.913,      , 0.63, 1.34
350.3731,-32.6008,    1364,J2009.3-4849 ,  1,Y,PKS 2005-489              ,302.35579,-48.83159, 0.006, 0.018,bll    ,HSP,16.257,16.287, 0.07100, 1.000, 0.979, 0.987,-1.018,  1299.00,S, 808.000,11.286,      , 0.19, 1.56
105.3551,+20.1808,    1365,J2010.3+7228 ,  0,N,4C +72.28                 ,302.46793,+72.48871, 0.039, 0.048,bll    ,LSP,12.900,12.900,        , 0.998, 0.945, 0.000,      ,   953.70,N,        ,19.951,      , 0.87, 1.27
026.2181,-25.2644,    1366,J2012.1-1643 ,  0,N,PMN J2012-1646            ,303.12575,-16.78069, 0.107, 0.284,bll    ,LSP,12.655,12.655,        , 0.954, 0.000, 0.000,      ,   149.31,N,        ,      ,      ,     ,
042.0070,-18.7665,    1367,J2014.3-0047 ,  0,Y,PMN J2014-0047            ,303.61935,-00.78969, 0.044, 0.044,bll    ,HSP,15.332,15.422, 0.23000, 0.994, 0.836, 0.832,-0.133,   124.86,N,  23.500,18.343,      , 0.50, 1.01
048.9287,-15.0268,    1368,J2014.5+0648 ,  0,Y,NVSS J201431+064849       ,303.62953,+06.81453, 0.012, 0.053,bcu II ,HSP,15.488,15.488,        , 0.000, 0.000, 0.847,-0.352,    15.95,N,  12.800,17.192,17.240, 0.23, 1.42
057.3556,-10.1464,    1369,J2014.9+1623 ,  0,Y,4C +16.67                 ,303.76628,+16.37426, 0.032, 0.067,bcu II ,LSP,13.808,13.808,        , 0.000, 0.918, 0.000, 1.357,   483.73,N,   9.370,18.613,      , 0.58, 1.28
041.3262,-19.3343,    1370,J2015.2-0138 ,  0,Y,PKS 2012-017              ,303.81316,-01.62571, 0.021, 0.049,bll    ,ISP,14.432,14.432,        , 1.000, 0.954, 0.000,      ,   921.78,N,        ,17.850,      , 0.67, 1.50
034.3634,-22.9673,    1371,J2016.4-0905 ,  0,Y,PMN J2016-0903            ,304.10015,-09.05930, 0.024, 0.033,bll    ,ISP,14.533,14.533, 0.36700, 0.997, 0.864, 0.831,-0.029,    75.62,N,   6.420,17.320,      , 0.41, 1.39
359.5336,-33.0975,    1372,J2017.6-4110 ,  0,Y,1RXS J201731.2-411452     ,304.37492,-41.25464, 0.088, 0.081,bcu II ,HSP,16.050,16.050,        , 0.998, 0.000, 0.000,-0.511,   144.10,S,        ,18.409,      , 0.54, 1.20
049.6124,-16.7753,    1373,J2021.9+0630 ,  0,Y,87GB 201926.8+061922      ,305.48110,+06.48713, 0.016, 0.082,bll    ,ISP,14.580,14.580,        , 1.000, 0.000, 0.000,      ,    61.52,N,        ,16.821,16.810, 0.34,
354.9249,-34.4787,    1374,J2022.2-4515 ,  0,Y,PMN J2022-4513            ,305.60946,-45.22542, 0.036, 0.089,bll    ,ISP,14.672,14.672,        , 0.999, 0.819, 0.000,      ,   138.20,S,        ,13.912,      , 0.19,
109.2857,+21.1322,    1375,J2022.5+7612 ,  0,Y,S5 2023+760               ,305.64823,+76.19060, 0.018, 0.046,bll    ,ISP,13.904,14.106, 0.59400, 1.000, 0.933, 0.000, 0.091,   429.03,N,        ,18.166,15.890, 0.41, 1.63
032.6035,-25.6819,    1376,J2023.6-1139 ,  0,Y,PMN J2023-1140            ,305.90292,-11.66619, 0.016, 0.050,fsrq   ,LSP,13.145,13.375, 0.69800, 0.999, 0.894, 0.000, 0.756,   175.11,N,        ,      ,      ,     ,
035.5677,-24.6537,    1377,J2024.4-0848 ,  0,Y,1RXS J202428.9-084810     ,306.12243,-08.80133, 0.021, 0.055,bcu II ,ISP,14.760,14.760,        , 1.000, 0.000, 0.912, 0.191,    37.09,N,  52.300,17.898,      , 0.40, 1.00
009.6449,-32.8945,    1378,J2024.4-3254 ,  0,Y,PKS 2021-330              ,306.14824,-32.89331, 0.036, 0.161,fsrq   ,LSP,12.970,13.362, 1.46500, 0.998, 0.905, 0.000, 2.329,   887.03,N,        ,18.904,      , 0.79,
036.8974,-24.3873,    1379,J2025.6-0736 ,  0,Y,PKS 2023-07               ,306.41942,-07.59797, 0.004, 0.022,fsrq   ,LSP,13.040,13.418, 1.38800, 1.000, 0.979, 0.000, 1.036,  1347.27,N,        ,18.227,      , 0.77, 1.17
109.9275,+21.1987,    1380,J2026.3+7644 ,  0,Y,1RXS J202633.4+764432     ,306.62970,+76.74725, 0.012, 0.078,bcu II ,HSP,16.262,16.262,        , 0.999, 0.000, 0.868,-0.406,     6.38,N,  31.800,19.555,17.940, 0.20, 1.13
038.6643,-24.8502,    1381,J2030.2-0622 ,  0,Y,TXS 2027-065              ,307.56308,-06.37081, 0.007, 0.067,fsrq   ,LSP,13.005,13.227, 0.66700, 0.999, 0.892, 0.000, 1.705,   244.04,N,        ,      ,      ,     ,
062.2178,-11.5209,    1382,J2031.0+1937 ,  0,Y,RX J2030.8+1935           ,307.73806,+19.60359, 0.026, 0.053,bcu II ,HSP,15.590,15.590,        , 0.000, 0.820, 0.000,-0.089,    56.78,N,        ,17.643,      , 0.37, 1.43
056.1325,-15.7678,    1383,J2031.8+1223 ,  0,Y,PKS 2029+121              ,307.97914,+12.32815, 0.064, 0.078,bll    ,LSP,12.608,12.953, 1.21500, 0.999, 0.926, 0.000, 0.453,   999.46,N,        ,17.677,      , 0.62, 1.65
098.1530,+13.4952,    1384,J2033.6+6309 ,  0,N,87GB 203249.5+625814      ,308.41554,+63.14441, 0.007, 0.061,bcu II ,LSP,13.250,13.250,        , 0.998, 0.856, 0.000, 0.021,   100.66,N,        ,19.571,      , 0.57,
056.1438,-16.5501,    1385,J2034.3+1155 ,  0,N,TXS 2032+117              ,308.65462,+11.90872, 0.069, 0.124,fsrq   ,ISP,14.674,14.880, 0.60700, 0.995, 0.848, 0.000, 0.712,   341.52,N,  10.500,15.642,      , 0.40, 1.56
055.3982,-17.2377,    1386,J2035.3+1055 ,  0,Y,PKS 2032+107              ,308.84306,+10.93522, 0.020, 0.050,fsrq   ,ISP,13.828,14.032, 0.60100, 1.000, 0.957, 0.000, 0.978,  1074.67,N,        ,15.520,      , 0.50, 1.73
100.6561,+14.8051,    1387,J2036.4+6551 ,  0,Y,87GB 203539.4+654245      ,309.08390,+65.88738, 0.031, 0.045,bll    ,ISP,14.480,14.480,        , 0.994, 0.869, 0.000,      ,   131.43,N,        ,18.605,      , 0.50, 1.55
009.6204,-35.5207,    1388,J2036.6-3325 ,  0,Y,1RXS J203650.9-332817     ,309.20844,-33.47539, 0.056, 0.092,bcu II ,HSP,16.364,16.364,        , 0.996, 0.000, 0.844, 0.800,     3.52,N,  37.100,      ,      ,     ,
015.5082,-34.3413,    1389,J2036.8-2830 ,  0,Y,PMN J2036-2830            ,309.15740,-28.50737, 0.057, 0.131,fsrq   ,LSP,12.128,12.648, 2.30800, 0.994, 0.888, 0.000, 1.397,   293.00,A,        ,      ,      ,     ,
035.2968,-28.7339,    1390,J2039.0-1047 ,  0,Y,TXS 2036-109              ,309.75296,-10.77830, 0.020, 0.032,bll    ,LSP,13.842,13.842,        , 1.000, 0.913, 0.000,      ,   193.10,N,        ,18.113,      , 0.60, 1.52
339.6372,-37.0562,    1391,J2040.0-5734 ,  0,Y,PKS 2036-577              ,310.00459,-57.58602, 0.011, 0.107,bcu II ,LSP,12.480,12.480,        , 0.996, 0.931, 0.000, 0.545,   865.80,S,        ,      ,      ,     ,
323.1677,-34.2255,    1392,J2040.2-7115 ,  0,Y,PKS 2035-714              ,310.03537,-71.24786, 0.017, 0.047,bcu I  ,HSP,16.150,16.150, 0.16176, 0.997, 0.936, 0.935,-0.771,   494.20,S,  86.400,      ,      ,     ,
004.8327,-37.2171,    1393,J2041.7-3732 ,  0,Y,NVSS J204150-373341       ,310.46052,-37.56151, 0.019, 0.044,bll    ,-  ,      ,      , 0.09856, 0.999, 0.866, 0.940,      ,    88.52,N,  98.800,14.277,      , 0.20, 1.40
320.7337,-33.7343,    1394,J2041.9-7318 ,  0,Y,SUMSS J204201-731911      ,310.50916,-73.32003, 0.017, 0.048,bcu III,-  ,      ,      ,        , 1.000, 0.000, 0.000,-2.038,    33.40,S,        ,18.156,      , 0.39,
067.7657,-10.8049,    1395,J2042.1+2428 ,  0,Y,MG2 J204208+2426          ,310.52521,+24.44787, 0.023, 0.046,bll    ,HSP,15.750,15.793, 0.10400, 0.000, 0.848, 0.957,-1.271,    70.32,N, 232.000,13.869,      , 0.09, 1.43
036.8745,-30.2314,    1396,J2046.7-1011 ,  0,Y,PMN J2046-1010            ,311.72723,-10.17844, 0.043, 0.087,bcu II ,HSP,15.020,15.020,        , 0.991, 0.805, 0.000,-0.188,   106.09,N,   5.900,17.686,      , 0.48, 1.40
326.6185,-35.8245,    1397,J2049.0-6801 ,  0,Y,PKS 2043-682              ,312.09929,-68.08103, 0.078, 0.085,bcu II ,ISP,14.975,14.975,        , 0.917, 0.861, 0.000,-0.657,   354.80,S,        ,17.316,      , 0.51,
056.6951,-20.6711,    1398,J2049.7+1002 ,  0,Y,PKS 2047+098              ,312.44110,+10.05400, 0.009, 0.079,bcu II ,LSP,12.060,12.060,        , 0.999, 0.887, 0.000, 0.782,   274.68,N,        ,      ,      ,     ,
051.3857,-23.9861,    1399,J2050.2+0409 ,  0,Y,PKS 2047+039              ,312.52600,+04.13025, 0.048, 0.095,bll    ,LSP,13.075,13.075,        , 0.996, 0.905, 0.000,      ,   565.62,N,        ,19.231,17.650, 0.62, 1.52
341.9101,-38.9939,    1400,J2051.8-5535 ,  0,Y,PMN J2052-5533            ,313.05702,-55.55279, 0.065, 0.086,bcu II ,LSP,12.770,12.770,        , 0.983, 0.880, 0.000, 2.024,   388.40,S,        ,19.902,      , 0.73,
048.4344,-27.0434,    1401,J2055.0+0016 ,  0,Y,RGB J2054+002             ,313.73679,+00.26055, 0.016, 0.055,bll    ,ISP,14.360,14.421, 0.15100, 0.999, 0.827, 0.901,-0.795,    57.13,N,  39.700,16.415,16.300, 0.37, 1.21
047.9155,-27.4711,    1402,J2055.2-0019 ,  0,Y,1RXS J205528.2-002123     ,313.86763,-00.35477, 0.065, 0.067,bll    ,HSP,17.733,17.892, 0.44000, 0.991, 0.000, 0.901,-0.398,    41.04,N, 120.000,18.633,17.540, 0.36, 0.90
352.5906,-40.3814,    1403,J2056.2-4714 ,  0,Y,PKS 2052-47               ,314.06817,-47.24656, 0.002, 0.021,fsrq   ,LSP,12.795,13.191, 1.49100, 1.000, 0.983, 0.916, 0.916,  2138.00,S,  12.700,18.230,      , 0.81, 1.04
007.8449,-41.3769,    1404,J2103.9-3546 ,  0,Y,NVSS J210353-354620       ,315.97113,-35.77224, 0.023, 0.077,bcu II ,LSP,13.460,13.460,        , 0.993, 0.808, 0.000, 0.557,    74.58,N,        ,20.444,      , 0.65,
332.7258,-38.9344,    1405,J2103.9-6233 ,  0,Y,PMN J2103-6232            ,315.90997,-62.54053, 0.041, 0.037,bcu II ,ISP,14.864,14.864,        , 0.959, 0.000, 0.915,-0.227,    83.50,S,  68.500,16.946,      , 0.41, 1.10
047.3810,-30.3289,    1406,J2104.2-0211 ,  0,Y,NVSS J210421-021239       ,316.09103,-02.21090, 0.044, 0.096,bcu II ,HSP,15.550,15.550,        , 0.990, 0.000, 0.000,-0.115,    14.13,N,  15.900,18.410,17.370, 0.26, 1.29
071.7710,-14.8270,    1407,J2106.1+2505 ,  0,Y,MG3 J210642+2501          ,316.66566,+25.01597, 0.148, 0.151,bcu II ,LSP,13.320,13.320,        , 0.904, 0.000, 0.000, 1.063,   121.21,N,        ,20.410,      , 0.69,
350.7980,-42.2192,    1408,J2107.7-4822 ,  0,Y,PMN J2107-4827            ,316.93537,-48.46745, 0.098, 0.193,bcu III,-  ,      ,      ,        , 0.979, 0.000, 0.000,      ,    45.80,S,        ,19.371,      , 0.67,
047.3907,-31.5925,    1409,J2108.6-0250 ,  0,Y,TXS 2106-030              ,317.18640,-02.84285, 0.014, 0.064,bll    ,HSP,15.700,15.760, 0.14900, 0.998, 0.863, 0.000,-1.349,   127.22,N,        ,15.031,15.500, 0.35, 1.54
306.4039,-29.1835,    1410,J2108.6-8619 ,  0,N,1RXS J210959.5-861853     ,317.54657,-86.31322, 0.025, 0.075,bcu III,-  ,      ,      ,        , 0.999, 0.000, 0.000,-2.390,    25.10,S,   4.430,18.884,      , 0.41, 1.30
327.5508,-38.1585,    1411,J2109.1-6638 ,  0,Y,PKS 2104-668              ,317.21592,-66.62298, 0.029, 0.055,bcu II ,LSP,13.967,13.967,        , 0.997, 0.906, 0.884,-0.214,   327.00,S,  29.700,17.536,      , 0.53, 1.13
058.1431,-25.8814,    1412,J2110.0+0812 ,  0,Y,PMN J2110+0810            ,317.54032,+08.16538, 0.043, 0.082,fsrq   ,LSP,12.970,13.382, 1.58000, 0.998, 0.000, 0.000, 1.092,    77.46,N,        ,19.600,18.910, 0.59,
039.6351,-35.4245,    1413,J2110.3-1013 ,  0,Y,PKS 2107-105              ,317.50408,-10.34926, 0.145, 0.314,fsrq   ,LSP,12.320,12.864, 2.50000, 0.965, 0.868, 0.000, 2.181,  1193.72,N,        ,18.477,      , 0.79,
058.6849,-26.3101,    1414,J2112.7+0819 ,  0,Y,1RXS J211242.5+081831     ,318.17909,+08.31003, 0.019, 0.039,bcu II ,HSP,15.728,15.728,        , 0.999, 0.802, 0.936, 0.054,    23.52,N,  78.600,      ,17.320, 0.30, 1.04
078.0034,-11.8948,    1415,J2114.7+3130 ,  0,Y,B2 2112+31                ,318.71025,+31.50589, 0.015, 0.102,bcu II ,LSP,12.620,12.620,        , 0.996, 0.892, 0.000, 0.853,   402.38,N,        ,      ,      ,     ,
076.6280,-13.3097,    1416,J2115.4+2933 ,  0,Y,B2 2113+29                ,318.87256,+29.56066, 0.020, 0.042,fsrq   ,LSP,12.585,12.985, 1.51400, 1.000, 0.952, 0.000, 0.861,   755.79,N,   5.720,19.486,      , 0.79, 1.08
079.8167,-10.6513,    1417,J2116.1+3339 ,  0,Y,B2 2114+33                ,319.06049,+33.65567, 0.013, 0.020,bll    ,HSP,14.912,15.326, 1.59600, 1.000, 0.921, 0.885,-0.378,   116.28,N,   8.790,15.319,      , 0.21, 1.74
012.4437,-43.8776,    1418,J2118.0-3241 ,  0,Y,NVSS J211754-324326       ,319.47897,-32.72411, 0.042, 0.074,bcu I  ,HSP,15.440,15.525, 0.21528, 0.000, 0.000, 0.822,-0.453,    22.89,N,  19.200,17.507,      , 0.31, 1.23
051.9320,-32.0241,    1419,J2118.4+0013 ,  0,Y,PMN J2118+0013            ,319.57249,+00.22134, 0.031, 0.116,fsrq   ,ISP,13.952,14.117, 0.46300, 0.996, 0.806, 0.000,-0.222,   148.56,N,        ,19.950,17.870, 0.54, 1.56
011.7122,-44.1505,    1420,J2119.2-3313 ,  0,Y,PMN J2118-3316            ,319.72117,-33.28089, 0.100, 0.135,bcu II ,LSP,12.690,12.690,        , 0.952, 0.000, 0.000, 0.969,    67.60,S,        ,      ,      ,     ,
069.2400,-21.2423,    1421,J2121.0+1901 ,  0,Y,OX 131                    ,320.25253,+19.02452, 0.015, 0.032,fsrq   ,ISP,13.744,14.246, 2.18000, 1.000, 0.958, 0.000, 1.489,   698.22,N,        ,      ,19.910, 0.84, 1.25
058.0056,-30.1217,    1422,J2123.6+0533 ,  0,Y,OX 036                    ,320.93549,+05.58947, 0.030, 0.108,fsrq   ,LSP,12.480,12.948, 1.94100, 0.998, 0.921, 0.000,-0.400,   794.15,N,   8.520,19.967,16.840, 0.64, 1.32
003.2507,-46.0420,    1423,J2126.5-3926 ,  0,Y,PMN J2126-3921            ,321.60505,-39.35641, 0.091, 0.168,bcu II ,ISP,14.265,14.265,        , 0.936, 0.000, 0.000, 0.232,    77.59,N,        ,19.813,      , 0.62,
353.5863,-45.6423,    1424,J2126.5-4605 ,  0,Y,PKS 2123-463              ,321.62793,-46.09664, 0.010, 0.042,fsrq   ,LSP,12.958,13.385, 1.67000, 1.000, 0.970, 0.000, 1.401,  1520.00,S,        ,17.891,      , 0.74, 1.20
083.3535,-10.5515,    1425,J2127.7+3612 ,  0,Y,B2 2125+35                ,321.92929,+36.21826, 0.023, 0.038,bll    ,HSP,15.599,15.599,        , 0.999, 0.904, 0.855,      ,   191.82,N,  14.000,17.668,      , 0.46, 1.36
019.9832,-45.8616,    1426,J2130.8-2745 ,  0,Y,RBS 1751                  ,322.76373,-27.78282, 0.040, 0.061,bll    ,HSP,16.300,16.300,        , 0.997, 0.000, 0.893,      ,    37.46,N,  53.800,18.007,      , 0.43, 0.92
043.8932,-39.6740,    1427,J2131.5-0915 ,  0,Y,RBS 1752                  ,322.89760,-09.25658, 0.008, 0.034,bll    ,HSP,16.670,16.831, 0.44900, 1.000, 0.861, 0.961,-0.701,    43.61,N, 158.000,17.164,      , 0.36, 0.89
023.5544,-45.4878,    1428,J2131.8-2516 ,  0,Y,RBS 1755                  ,322.96457,-25.26627, 0.011, 0.049,bll    ,-  ,      ,      ,        , 1.000, 0.000, 0.925,      ,    11.00,N,  60.400,18.854,      , 0.45, 0.67
341.8486,-44.8447,    1429,J2132.4-5420 ,  0,Y,PMN J2132-5420            ,323.03458,-54.34348, 0.043, 0.102,bcu II ,LSP,12.690,12.690,        , 0.999, 0.000, 0.000, 2.122,    73.00,S,        ,      ,      ,     ,
076.3480,-18.9689,    1430,J2133.3+2533 ,  0,Y,87GB 213100.1+251534      ,323.30983,+25.48305, 0.081, 0.091,bcu II ,ISP,14.640,14.640,        , 0.959, 0.000, 0.000,-0.350,    39.85,N,        ,17.612,17.210, 0.30,
105.1787,+10.9981,    1431,J2133.8+6648 ,  0,N,NVSS J213349+664706       ,323.45482,+66.78455, 0.017, 0.033,bcu II ,HSP,15.800,15.800,        , 0.998, 0.840, 0.000, 0.049,    35.59,N,        ,      ,      ,     ,
052.3897,-36.5036,    1432,J2134.1-0152 ,  0,Y,PKS 2131-021              ,323.54296,-01.88812, 0.021, 0.042,bll    ,LSP,12.830,13.189, 1.28300, 1.000, 0.969, 0.801,-0.250,  1690.55,N,   6.710,19.034,16.890, 0.61, 1.45
347.5192,-46.3954,    1433,J2135.3-5008 ,  0,Y,PMN J2135-5006            ,323.83396,-50.11437, 0.030, 0.074,fsrq   ,LSP,12.585,13.088, 2.18100, 0.999, 0.897, 0.000, 1.581,   342.50,S,        ,      ,      ,     ,
358.3174,-48.3262,    1434,J2139.4-4235 ,  0,Y,MH 2136-428               ,324.85072,-42.58902, 0.010, 0.024,bll    ,ISP,14.095,14.095,        , 1.000, 0.872, 0.000,      ,    78.00,S,        ,16.425,      , 0.40, 1.68
328.6092,-42.2770,    1435,J2141.6-6412 ,  0,Y,PMN J2141-6411            ,325.44350,-64.18735, 0.019, 0.060,bcu II ,LSP,13.852,13.852,        , 0.998, 0.879, 0.000, 1.407,   187.80,S,        ,18.903,      , 0.68,
006.0008,-49.0773,    1436,J2141.7-3734 ,  0,Y,PKS 2138-377              ,325.46854,-37.48694, 0.091, 0.155,fsrq   ,LSP,13.145,13.298, 0.42300, 0.995, 0.837, 0.000, 1.112,   397.42,N,   6.400,17.454,      , 0.62, 1.31
023.5003,-47.9079,    1437,J2142.2-2546 ,  0,Y,PMN J2142-2551            ,325.56636,-25.85739, 0.076, 0.135,bcu II ,LSP,13.569,13.569,        , 0.985, 0.800, 0.000, 0.374,   216.00,N,        ,20.811,      , 0.86, 1.18
002.9284,-49.2481,    1438,J2143.1-3928 ,  0,Y,PMN J2143-3929            ,325.76179,-39.49000, 0.028, 0.067,bll    ,ISP,14.020,14.175, 0.42900, 0.999, 0.857, 0.000,-0.034,   143.33,N,        ,19.517,      , 0.74,
072.1155,-26.0844,    1439,J2143.5+1744 ,  0,Y,OX 169                    ,325.89810,+17.73022, 0.004, 0.029,fsrq   ,ISP,14.300,14.384, 0.21300, 1.000, 0.962, 0.908, 1.100,   651.93,N,  17.600,15.365,15.890, 0.54, 1.45
082.6101,-16.2899,    1440,J2144.2+3132 ,  0,Y,MG3 J214415+3132          ,326.06341,+31.56088, 0.022, 0.074,bcu II ,ISP,14.960,14.960,        , 0.996, 0.000, 0.000, 0.274,    81.41,N,        ,17.565,      , 0.37, 1.44
011.4471,-49.6290,    1441,J2144.9-3356 ,  0,Y,PMN J2145-3357            ,326.25472,-33.95456, 0.029, 0.050,fsrq   ,LSP,12.935,13.308, 1.36000, 0.999, 0.852, 0.000, 0.652,    94.08,N,        ,      ,      ,     ,
063.5719,-33.4157,    1442,J2145.7+0717 ,  0,N,MS 2143.4+0704            ,326.46792,+07.32423, 0.034, 0.083,bll    ,ISP,14.489,14.581, 0.23700, 0.998, 0.815, 0.918, 1.379,   101.97,N, 116.000,16.823,17.170, 0.44, 0.89
040.6687,-44.9575,    1443,J2146.6-1344 ,  0,Y,NVSS J214637-134359       ,326.65400,-13.73352, 0.013, 0.038,bll    ,HSP,15.661,15.661,        , 0.999, 0.812, 0.901,      ,    22.95,N,  23.800,17.484,      , 0.34, 1.16
038.4352,-45.5958,    1444,J2146.7-1527 ,  0,Y,PKS 2143-156              ,326.59575,-15.42886, 0.099, 0.115,fsrq   ,LSP,13.005,13.235, 0.69800, 0.994, 0.885, 0.000, 0.357,   732.97,N,  10.300,17.298,      , 0.64, 1.25
065.7957,-32.2622,    1445,J2147.2+0929 ,  0,Y,PKS 2144+092              ,326.79235,+09.49630, 0.018, 0.044,fsrq   ,LSP,12.832,13.157, 1.11300, 1.000, 0.958, 0.000, 1.829,   959.94,N,        ,17.260,17.380, 0.69, 1.25
315.8043,-36.5283,    1446,J2147.3-7536 ,  0,Y,PKS 2142-75               ,326.80304,-75.60367, 0.011, 0.023,fsrq   ,LSP,13.005,13.335, 1.13800, 1.000, 0.985, 0.000, 0.565,   490.00,A,        ,18.816,      , 0.81, 1.02
074.5442,-26.0042,    1447,J2149.6+1915 ,  0,Y,TXS 2147+191              ,327.44713,+19.34613, 0.097, 0.116,bcu II ,LSP,13.145,13.145,        , 0.887, 0.000, 0.000, 1.428,   144.27,N,        ,      ,21.750, 0.79,
060.5374,-36.6226,    1448,J2149.7+0323 ,  0,Y,PKS B2147+031             ,327.42446,+03.38095, 0.017, 0.069,bll    ,ISP,14.074,14.074,        , 0.997, 0.841, 0.000,      ,   100.06,N,        ,16.778,17.300, 0.53, 1.79
040.6153,-45.9472,    1449,J2150.2-1411 ,  0,Y,TXS 2147-144              ,327.56466,-14.18054, 0.008, 0.044,bll    ,HSP,17.018,17.108, 0.22900, 1.000, 0.864, 0.954,-0.706,    68.41,N, 149.000,16.511,      , 0.38, 0.98
021.3428,-50.2632,    1450,J2151.6-2744 ,  0,Y,PMN J2151-2742            ,327.84127,-27.70639, 0.074, 0.210,fsrq   ,LSP,12.795,13.190, 1.48500, 0.993, 0.879, 0.000, 0.375,   547.00,A,        ,      ,      ,     ,
017.0770,-50.7846,    1451,J2151.8-3025 ,  0,Y,PKS 2149-306              ,327.98135,-30.46492, 0.044, 0.078,fsrq   ,LSP,12.230,12.754, 2.34500, 0.999, 0.944, 0.907, 4.004,  1243.67,N,  93.300,17.764,      , 0.75, 0.74
073.6374,-27.6960,    1452,J2152.4+1735 ,  0,Y,S3 2150+17                ,328.10341,+17.57717, 0.008, 0.085,bll    ,LSP,13.110,13.383, 0.87400, 0.999, 0.928, 0.000,-0.866,   681.06,N,        ,17.891,18.190, 0.65, 1.56
057.0129,-39.7493,    1453,J2152.9-0045 ,  0,Y,RBS 1792                  ,328.27254,-00.70875, 0.061, 0.075,bll    ,-  ,      ,      , 0.34100, 0.991, 0.000, 0.884,      ,    24.84,N,  74.200,18.142,17.540, 0.33, 0.95
044.4859,-45.6099,    1454,J2154.0-1137 ,  0,Y,PMN J2153-1136            ,328.45934,-11.60392, 0.053, 0.091,fsrq   ,LSP,12.725,13.137, 1.58200, 0.997, 0.000, 0.000, 0.892,    92.58,N,        ,20.047,      , 0.70,
074.9108,-27.7774,    1455,J2156.0+1818 ,  0,Y,RX J2156.0+1818           ,329.00682,+18.31086, 0.012, 0.052,bcu II ,ISP,14.864,14.864,        , 0.999, 0.800, 0.919,-0.313,    33.32,N,  53.900,17.466,17.160, 0.32, 1.13
048.3333,-44.9849,    1456,J2156.9-0855 ,  0,Y,FIRST J215650.3-085535    ,329.20929,-08.92643, 0.032, 0.058,bll    ,ISP,14.358,14.358,        , 0.999, 0.000, 0.000,      ,    21.90,N,        ,18.585,18.290, 0.42,
084.7501,-18.2351,    1457,J2157.5+3126 ,  0,Y,B2 2155+31                ,329.37010,+31.45038, 0.008, 0.024,fsrq   ,LSP,12.935,13.331, 1.48800, 1.000, 0.956, 0.000, 0.918,   423.86,N,        ,      ,      ,     ,
040.6397,-48.0223,    1458,J2158.0-1501 ,  0,Y,PKS 2155-152              ,329.52617,-15.01926, 0.013, 0.050,fsrq   ,LSP,12.864,13.087, 0.67200, 0.999, 0.977, 0.871, 0.043,  3021.24,N,  17.500,17.892,      , 0.83, 1.07
017.7305,-52.2459,    1459,J2158.8-3013 ,  1,Y,PKS 2155-304              ,329.71694,-30.22559, 0.003, 0.009,bll    ,HSP,15.920,15.968, 0.11600, 1.000, 0.979, 0.997,-0.709,   490.26,N,5720.000,12.545,      , 0.20, 1.01
020.2328,-52.1196,    1460,J2159.2-2841 ,  0,Y,NVSS J215910-284115       ,329.79579,-28.68774, 0.019, 0.056,bcu I  ,ISP,14.335,14.439, 0.27100, 0.999, 0.000, 0.000,-0.213,    20.29,N,        ,17.418,      , 0.30, 1.50
